row ID,row m/z,row retention time,10_QC.CDF Peak area,11_Callo_52_9mg_3.CDF Peak area,12_Brote_14_5mg_1.CDF Peak area,13_Brote_50 _ 1mg_3.CDF Peak area,15_Brote_76_08mg_1.CDF Peak area,14_Brote_44_2 mg_2.CDF Peak area,16_Brote_25_ 3 mg_1.CDF Peak area,17_Brote_33_5 mg_3.CDF Peak area,18_Brote_6_6mg_2.CDF Peak area,19_Brote_22_3mg_2.CDF Peak area,20_Brote_6_6mg_1.CDF Peak area,21_QC.CDF Peak area,22_Brote_76_08mg_2.CDF Peak area,23_Brote_50 _ 1mg_2.CDF Peak area,24_Brote_33_4mg_1.CDF Peak area,25_Brote_44_2 mg_3.CDF Peak area,26_Brote_6_8mg_1.CDF Peak area,27_Brote_12_5mg_2.CDF Peak area,28_Brote_24_ 8mg_3.CDF Peak area,29_Brote_25_ 3 mg_3.CDF Peak area,30_Brote_33_4mg_2.CDF Peak area,31_Brote_22_3mg_3.CDF Peak area,32_QC.CDF Peak area,34_Brote_14_5mg_2.CDF Peak area,36_Callo_40_2mg_1.CDF Peak area,35_Brote_76_08mg_3.CDF Peak area,37_Brote_27_8 mg_1.CDF Peak area,38_Callo_40_2mg_3.CDF Peak area,39_Callo_52_9mg_1.CDF Peak area,40_Brote_6_6mg_2.CDF Peak area,41_Brote_12_5mg_3.CDF Peak area,42_Callo_56_2mg_2.CDF Peak area,43_Brote_33_5 mg_2.CDF Peak area,44_QC.CDF Peak area,45_Callo_52_9mg_2.CDF Peak area,46_Brote_33_4mg_3.CDF Peak area,47_Brote_12_5mg_1.CDF Peak area,48_Brote_6_8mg_3.CDF Peak area,49_Brote_27_8 mg_2.CDF Peak area,50_Brote_24_ 8mg_1.CDF Peak area,51_Brote_33_5 mg_1.CDF Peak area,52_Brote_14_5mg_3.CDF Peak area,53_Brote_24_ 8mg_2.CDF Peak area,54_Brote_44_2 mg_1.CDF Peak area,55_QC.CDF Peak area,57_Brote_27_8 mg_3.CDF Peak area,58_Brote_22_3mg_1.CDF Peak area,59_Callo_40_2mg_2.CDF Peak area,5_Ext_blank.CDF Peak area,60_Brote_50 _ 1mg_1.CDF Peak area,61_Callo_56_2mg_3.CDF Peak area,62_Callo_56_2mg_1.CDF Peak area,63_Brote_6_8mg_2.CDF Peak area,64_Brote_25_ 3 mg_2.CDF Peak area,65_QC.CDF Peak area,66_QC.CDF Peak area,9_QC.CDF Peak area
87,0,6.05,176935.57483483374,292750.5292977686,273596.5248634644,424237.1979970639,242959.8255635155,151940.43794954676,203286.7936064039,342505.1866853714,102321.47837398788,169548.49063609375,82312.05835921978,151363.4461316003,248899.46002634033,413646.97460132005,269149.11429685523,117224.63882590475,270867.9312330245,291432.27304731123,324066.3815508489,177618.68366324547,259127.73306326804,114685.67303541805,56560.53625304849,187043.93049503322,175975.5472542286,150202.83102526708,175958.25301615824,186626.38521661132,196016.944395236,81951.2883918743,231114.4616267263,146612.92173871188,235995.6891383013,103290.9645807926,151154.7908141833,171995.27773546762,172222.71250694222,199361.49719913254,156928.93372831587,215616.84145372547,226152.62994873352,169033.03162397436,226030.77482852148,70735.3987887493,19122.29447320538,74091.82882081646,36689.89305259448,80093.00033244437,61.88518837733821,6484.63843351885,19399.2263677117,79324.79394035247,190136.71904603567,107787.18149760988,86430.6104614833,4003.570516272351,167704.69976821422
88,0,6.15,40.3304890791984,17980.378665361033,3180.129931985717,4222.466685450516,2701.7078033682997,1191.550427679077,1466.530532803684,142198.86154729026,2726.25586756525,1249.0986124211865,249.93662391768657,33.45885619155207,2060.8696895173002,1622.0438142396513,1028.9669912386828,575.2279092856677,1533.451731459813,1888.1641381208608,278.7063958554493,133.74294875505382,472.2370709824618,53.422772597113315,40.19511252056256,1417.975293530479,24929.365303349616,1716.095848285962,62.49707956850821,23278.30226226534,5125.768502223168,23.732475873352772,2096.426739579701,593.5780102528857,401.156613734905,42.23858352959317,4017.0756156664393,62.311224243528,107.92402818375534,137.10577662953258,794.8840374147733,50.850806067882225,857.2340900804603,1150.6779898865511,660.522686658751,68.38152212658687,94.11147451145314,73.52566311618192,342.30503949242126,353.5947747970778,1.1289485459309743,112.29975600069504,178.8453481569394,833.2099062070088,821.458268075908,40.58962813727075,6.503507343738239,86.50572151080013,8094.413729873259
89,0,6.25,46911.75355803486,9312.857987347952,29176.435847781264,4104.386531491144,6433.695799184988,2680.0611775494,2472.444196874779,2030.7211737594398,89402.37171127672,1661.890211911389,71610.1271661821,46173.60706231577,2777.085222021009,2688.096503839711,2198.236727467387,3802.653806070073,1804.0607969149291,2361.5994196297906,1151.9966725886509,2027.5480853533504,1712.0251000313447,1614.048931025444,5516.154928415594,7933.951526349761,2602.15022518937,1316.2949735635511,1416.8853201343636,3945.4893242673293,3765.0643653188313,81260.28834703696,3184.815489707977,4565.58353388461,1862.282188172184,40302.14108149445,2848.5649565209883,1062.8446002779879,1869.9175258109924,433.64742616366607,3487.097251194317,1259.6216788664813,1445.526862704808,4014.172863628848,882.1343876628263,1101.7746454238077,1754.9509289355542,292.1942662464873,609.4011794181241,1140.1658237155787,112.81430209718279,1631.3787318661587,1885.3801476336976,2245.182357566357,1623.3200221653037,1526.9100303490743,286.76498905077665,1136.8044617938294,43004.708908256434
90,0,6.39,182950.62670763512,342154.93032693287,286786.08827121,331145.4226916835,368630.2678178484,243561.3096092802,251075.8125514253,120703.8274463844,179326.6516017207,195188.6124550577,147326.55328566392,307756.60084220866,367010.3938712279,387871.2756465125,408104.93011487357,239498.26016279805,365669.5371269407,456418.2869459147,579123.7639816529,226578.2746779709,398455.1603992435,202491.4326320987,209295.14389843828,323036.46904091525,335784.43107088073,289148.30438581854,326828.32704832644,350901.70607145235,343190.1081664784,144257.99678790002,383896.1150052853,255137.99546501032,453981.44888855366,273849.5029375409,339150.3031879997,349536.6743796338,353199.55908549466,362346.6508360533,357752.7056128588,511095.4094930361,422071.0003075777,330395.3898789488,504607.1610362338,186511.8899956617,118409.52599047596,199394.05457492435,114071.12994914966,248219.70467495196,4468.194136826436,220824.52118552488,177464.0173735818,188681.10140410386,341470.3996313267,203355.32746472995,149222.27464559386,145547.36204267427,283642.648594506
91,0,6.45,0.0,378.44619644573373,0.0,0.0,0.0,0.0,0.0,22.031155348340274,27472.15578593777,22.983801093448246,18022.06730428493,5680.48386490687,0.0,0.0,1.1796625876034044,0.0,0.0,0.0,4668.7616510590415,0.0,0.0,4.242842295638734,2967.830400226112,0.0,0.0,0.0,0.0,70.62789827305343,0.0,14021.338996884455,0.0,0.0,0.0,3701.759010563272,2.0294685589626242,0.0,22.58788326623307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.23961579840088,0.0,0.0,0.0,0.0,0.0,0.0,2770.96327298616,742.3161791718902
92,0,6.45,0.0,0.0,9.51007805642271,0.0,27.02750679993859,0.0,19.73052992637051,482.5292139422876,0.0,0.0,591.3244820892476,1017.9582557552924,0.0,0.0,348.2668660929843,0.0,6.555700287627994,0.0,1131.5830774213894,0.0,0.0,0.0,6824.625742309655,0.0,0.0,0.0,111.3066464953332,89.26681198777153,287.64034767244874,541.5685209217744,0.0,433.38356215401865,0.0,4489.6156666872275,0.0,49.23929597315303,0.0,1365.7334770216867,423.36793207541086,12571.344771799275,0.0,418.19364119644666,3813.710944421879,171.29472962650723,10965.798732567697,2118.861009839703,1040.2273304163782,0.0,4.960257287053095,1148.1825080483193,7898.621367329775,7094.505959030994,0.0,0.0,1019.8648237706163,2414.17003371406,241.76955998504928
93,0,6.45,0.0,340.86367677625185,11.170670555118724,0.0,35.82101613491105,1603.1114532610475,101.0034135928524,0.0,0.0,399.8746222708333,0.0,0.0,440.71639998572954,3272.490810841004,173.0503679469359,2392.3709346966125,28.659091972759875,0.0,0.926342135889286,2169.266569248039,2595.058394056416,520.4436583659983,0.0,0.0,74.29706917639159,1728.750391735131,121.00882102324968,55.014176517813254,99.62575194731389,71.6960039247025,2976.756309042915,8133.2097780926615,3284.642348301908,299.9367447613477,3000.115678896532,3176.653678085207,3233.0798775364337,0.0,1386.1078871810212,0.0,181.90420739666652,1428.7035228865197,0.0,1363.8734798183018,0.0,0.0,47.59203385823397,1682.7772289543734,12.838971596268715,93.67730304931419,4719.302162982882,4739.681534349284,2133.54284307474,1229.840295117787,73.5305252937968,0.0,10.247676829449986
94,0,6.45,1009.6425073208237,18.98470959091036,5.636176552291926,0.0,0.0,0.0,0.0,9.571156279353973,2384.3330104197125,0.0,1522.8446228635642,999.004065779138,0.0,0.0,19.337362701517463,0.0,0.0,0.0,0.0,0.0,6.670511717017363,12.152006686387116,3291.96368356371,0.0,0.0,0.0,30.66860649493329,6.652879721798182,1.091053107300357,1765.2032952872626,0.0,3637.2349762122053,0.0,3374.3423481684663,43.74687255385665,222.48447910250744,0.0,43.067619976310795,29.082519451219767,0.0,3.681662429206538,13.716292994905784,18.043801623949406,4883.819125424478,2675.437283125879,3822.470007527787,21.563732700940704,6910.64715320448,0.0,6345.662811997758,0.0,0.0,0.0,0.0,1452.8423886614544,3521.759981982776,0.0
95,0,6.45,0.0,0.0,15.822679579518207,0.0,0.0,0.0,0.0,8.822919029406258,0.0,0.0,0.0,0.0,0.0,0.0,4.531486183422576,0.0,4.198404049843022,20878.30769834765,0.0,67.48000679675565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.91974639598585,0.0,241.50463189682273,0.0,2062.864495103448,0.0,484.37029196111206,0.0,0.0,0.0,0.0,0.0,2.236541125936236,0.0,0.0,1.4349666712545175,665.4348856314477,0.0,0.0,3.9229052510393543,0.0,423.0047349257455,134.94778444839505,0.0,0.0,0.0,0.0,72.4456306716127,0.0,0.0
96,0,6.55,1660.5426722503807,8424.603961484834,0.0,5552.999351710242,8313.565730494209,5727.702573647371,3788.972635311497,3511.2858752444868,252.7310170485749,5040.550018749638,0.0,0.0,6355.454925551719,6629.147686236392,6686.097104933847,9442.160471133046,3216.81848337388,5285.085487881722,1208.0427045714114,4320.964500587521,5648.346907013161,5540.336844106412,379.9269867744664,5515.175432700994,3128.367202697736,6636.0218689583935,6780.223189059602,4994.238873857188,5025.801094216736,0.0,4125.195174385298,14627.338208706688,6208.191930547529,435.97534673170827,8285.38520703604,6062.29318298543,3099.7472747161364,5614.649701449426,6627.862818271648,12232.17541084678,6110.4471164728575,2933.8466506322443,11044.92259567691,8302.16587923927,0.0,6348.20162318249,6586.951089486986,4475.114193932503,4028.310778433325,6451.008191163508,10972.731415432212,12650.898095289675,3287.065451980288,4868.340602582504,3518.403322344455,0.0,0.0
97,0,6.55,3789.4708809729664,448.1410297505794,4514.5261615866775,3864.8437935565307,2907.7461372786493,1749.9547372742704,4685.453625686489,481.05263772694093,12015.734373486486,0.0,14286.006065220812,14222.051032202096,3837.797819604249,4339.747316566386,6531.000296825861,4155.983727349707,7996.546410700116,11160.79430868444,2497.45189202615,5210.464641415692,5057.595901276746,0.0,8319.637099509586,6271.2242693961825,536.281657451973,1969.8177858387396,7378.496169766664,1533.5872515744913,2805.9027847136304,12951.250719874768,9467.822116384268,6441.813373380777,2141.9909986314387,11862.75303341855,4287.014314639638,3309.710280155107,8416.92534293569,2313.987305453516,9102.568751817143,0.0,1261.559093429192,8917.48007943735,0.0,4803.995112466977,3213.018147121229,4600.39542729099,1235.1000234910964,1209.7195769148614,0.0,598.5734288109529,11871.251934849954,8858.376835210258,7212.317299887588,6548.985985802603,278.969652044938,1473.8003443692307,11368.745369020151
98,0,6.55,2933.7100887634992,0.0,18.928633806139022,67.2178259505292,0.0,0.0,0.0,2231.667765093885,23.809730653691037,1979.196923653703,2704.9865927046203,4319.058746350442,0.0,0.0,0.0,14.236251697399954,1113.1807725976773,7033.94016523619,0.0,2065.642894309238,0.0,3481.931757920022,4784.399882964295,0.0,8.947978863829196,0.0,0.0,12.167007696426356,12252.17180391345,2882.932059536227,7466.463027818985,9501.224140910539,3613.4570931214116,4832.132819458273,29.340021125618502,0.0,6208.005679968571,25.35743416532499,7.235798378999807,7200.800037320212,12.174310346924395,4294.911489404477,7747.757293440664,0.0,0.0,0.0,0.0,0.0,148.80578250292078,5176.669140933824,9036.89004429602,0.0,13.860422316526279,56.40480568051977,3810.457276847493,4473.804301988521,0.0
99,0,6.55,3341.314106037254,266.63466029430583,26346.70435400821,582.1314288753738,4081.079855139441,0.0,2726.031620416348,0.0,184.12328816372428,570.9780343829284,0.0,0.0,0.0,0.0,837.0296680993989,0.0,652.2216926079795,297.6932431806211,0.0,0.0,0.0,1385.9444607033972,345.27923712039086,4464.263380502805,17.280143388077065,3054.5040320917146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1169.8373611177624,1460.124614562335,0.0,0.0,0.0,0.0,670.9220740083301,0.0,1418.7928736643296,0.0,1265.0170617262324,1953.8020425409647,0.0,1406.2909190410144,2352.150066853428,0.0,0.0,1158.4689385444753,820.0446242154419,1793.4313599775912,800.5624160547846,121.93757874110052
100,0,6.61,1796.6859448561231,3502.5732957037685,62.3176078080869,281.38352670111226,2279.77812185887,779.6355176111757,2574.6064710312485,110.0285954665195,434.42754492552183,2049.424730187318,280.9289788586373,1071.732303237065,1356.4180566356802,271.82755388545985,0.0,0.0,1651.7386601154346,1525.2897109748858,23.634761905710203,490.0684260613515,3680.614040470487,2325.30002467824,0.0,448.9224382139933,27.211510187323483,1287.7296212412632,0.0,0.0,1014.638482730883,1299.9042965942047,1437.5999026529446,0.0,2410.1354042511985,0.0,563.5083652040613,1631.791904148091,640.5490851363232,1226.4342138277448,0.0,117.16566175106706,4505.976587302166,281.64115146837923,64.63658796522773,0.0,72.29682700576082,571.6498692651896,129.16967392376148,202.03723762653857,0.2831178190528396,14.059001329197386,1095.1317866123222,0.0,729.0333471916988,117.2534126213958,0.0,0.0,1028.8910338412295
101,0,6.61,791.3807251349288,0.0,34.876347318582866,210.46921340332642,289.00708260699037,5126.989035037537,232.2938868983324,60.65182254459293,18.417561867445613,0.0,62.279164023284146,1237.3239068471926,421.80602509872114,1592.4960366030746,622.7731106697885,8187.069681484956,247.40083198373785,642.7821079181242,136.7039942806627,321.5393677428582,350.3476954138862,0.0,199.838647473942,241.728040313442,170.01860979125004,454.3969491101954,0.0,87.62673902059967,666.9283713811243,0.0,1547.8738012752651,6581.671898220226,0.0,1475.6575678151926,307.7845524127169,120.77183867665823,828.8747434260875,0.0,0.0,222.12084819618556,0.0,129.67891026671117,165.81673270788946,1777.8986798552774,12.015510289201451,48.56062038804318,76.52459966162301,68.44645961691069,13.831920494299547,1106.6562690217947,1098.268704645271,3768.8896789566247,358.1138128320881,43.71432887476738,57.67028620316384,0.0,1273.2953687182123
102,0,6.61,85.98136907164205,0.0,0.0,71.30335589719911,2.0735391322120678,0.0,0.0,16.193071447818262,18.682973103702825,0.0,0.0,48.650535466638104,0.0,96.19645934208864,20.307767394677654,0.0,24.45361798455718,0.0,27.417721562310103,9.92439047675869,0.0,16.983327419413346,96.09924446987226,0.0,45.04621235547355,0.0,0.0,70.58241868251645,93.28061112535109,0.0,0.0,0.8454518463472684,0.0,46.69671247795685,57.182041355261234,43.87555519413125,33.32505665177397,17.021614294229256,6.9919418869967815,40.68256488721474,520.215135819416,226.79492311382774,12.590203339280546,32.78767160911119,7957.45922806335,31.66135340637323,21.446184432468236,31.573256576295236,5.123176215957111,19.130402558277925,0.0,5.1999781122601565,64.01177461589532,9.065790447103186,16.298059876505267,8030.588340791028,17.636739596337264
103,0,6.61,0.0,88.72926293161994,0.0,0.0,412.0341821108937,0.0,0.0,5.972889451336473,107.79944315742507,23.47333398197955,5087.173777389679,24.711311798181466,0.0,436.1232591683584,1209.1456026433589,0.0,0.0,0.0,0.0,249.3302719315688,20.650921486317028,0.34340931557371457,534.8535029050176,0.0,668.1860726223606,54.97945421599384,1524.1613387098942,585.795615190484,0.0,2661.814235686168,0.0,29.14417016940217,28.78812377293509,314.2001283671221,0.0,0.0,0.0,0.5875069096010419,0.0,37.69538442137613,278.58160165371413,0.0,0.0,24.335723745830897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.846098152750216,0.0,0.0,626.0144781051173,540.6626218886018,0.0
104,0,6.61,166.85820038222738,0.0,38.956460309318366,155.70441372302392,0.0,0.6218185812487732,0.0,85.52230400337811,0.0,50.0933440585608,3.604559552345644,98.96525339024605,94.90082303323399,214.31806060074177,805.5890130870685,0.0,90.78244283935562,114.40748969950724,13.381557328002152,185.7414380991173,0.0,76.0613399029593,0.0,171.95387035148255,226.0783336820394,15.362825004833324,5806.970162778977,39.124663011802895,151.33199175796915,0.0,361.8612310589292,0.0,33.81768863023477,639.4266487918965,225.52043672026505,261.8461764819065,299.1294075777902,16.97407359768006,1613.5831676203418,96.05618777336348,16.470015578185187,0.0,68.8545403880119,31.46381687469909,92.24470992110227,97.38643578701179,49.11061934736184,135.7822730993218,14.842306176114857,83.53104794234609,597.9493699424737,0.0,113.12225693204815,111.1508804884047,25.618068662961818,0.0,205.81850409923317
105,0,6.71,88213.16603781488,91010.29472763962,308419.59897432284,140119.16908576494,11.280511204217285,0.4075867988688925,156263.17408427913,2.2296464457175444,375311.3664999754,22.82149998682871,359119.59117532853,125073.4219840242,18.853394359846774,148546.99712312262,0.33201061148126626,203.6950426926461,126581.41112249494,90573.94792852626,111627.04298639555,170611.8333342163,0.9637030908188274,73.83889494718373,10.770062990677397,219889.79928811977,2.225023462963772,11.854544836811948,2.058252424464542,1.891495076971023,108817.48907375608,382285.9861802281,107678.19333794004,59706.76869860878,69002.68704016176,8.539930770797607,101818.5439257923,14.542554278637345,73756.99669851859,134360.04872287833,3.4009897718767,125559.3261921222,92.0300621444726,226219.3871806818,127339.29808020945,19.519163331073912,5.64314570692258,75.57139873758123,3.5634425292014438,276944.51639148506,0.04211444275893952,124900.61902131635,56162.37828542184,122485.09438881553,135692.96686264485,130496.06546237569,205.87264095758317,6.2593175522807005,88506.32983345824
106,0,6.78,0.0,26690.1071214994,0.0,5210.516988760836,37575.883195591385,18629.93915991159,776.9497418979988,0.0,3327.5263217894317,0.0,3237.1180039588867,0.0,56316.659455499095,12451.546020053263,15776.707359082542,3530.542608514975,625.3309572032304,57715.49315421903,42028.334507531945,844.6592202781633,16337.910966872194,4163.3961655769535,761.0620684435687,0.0,1122.4725738113793,27441.618090362543,17444.540895986134,45.03667326722965,40207.12731241226,2378.373390155368,5413.36831811164,43001.572390418514,690.6432976872121,0.0,9201.227690110944,9521.424541744404,2760.608704307023,1758.4983400131994,10564.201097107654,55495.27030134956,41739.00667626799,0.0,27629.06712925868,1263.5701045644573,740.0012774853475,5306.820861747099,0.0,0.0,277.0622035660082,2958.46777972783,60889.61068712508,45584.67186260376,0.0,1589.6008397273072,480.59836281590566,514.2623818706521,0.0
107,0,6.78,6027.958186888053,2040.7612444484039,15889.359277947668,12073.44456903304,5432.559899780405,6804.819338118188,17952.67377028513,9829.246913243556,17807.544278783458,7317.732356036733,15892.347815146108,11735.26955847196,6227.9398760743725,8964.817389895257,15381.681218676309,14186.815139040771,26144.22633725708,27413.847191166737,6727.851669681712,20014.579132553732,15844.391407104347,6306.562682635354,5119.433203645092,26409.204910627042,14345.240992135465,8584.164468955905,14857.985599896552,8094.362117661959,7330.676320053521,14652.203711770046,30987.024944971934,5300.837435937288,16781.497981759487,10830.883692402427,8038.127543504973,5290.503726569329,27155.66573110733,38157.87625487198,15611.32231777479,3128.237223574609,8995.061935010264,29333.26890729481,6888.107769575396,0.0,0.0,4184.711731678909,2758.0120593138195,13342.379307574,119.65370134106679,12273.31175946205,783.3864123631745,788.6160359474283,29263.877663361378,25974.39951325933,29.61056657643176,0.0,5378.476085881414
108,0,6.78,1.5503585895124348,296.98618008518525,0.0,0.0,653.2045219224669,389.485091199326,0.0,0.5378600472851699,0.0,5.091553361298281,0.0,0.0,0.0,0.0,0.0,29180.421108393504,0.0,1500.4089780840409,391.1653465656678,0.0,0.0,39616.602221437584,89745.19436069793,0.0,0.0,0.0,83.1600929364308,0.0,0.0,0.0,65.62204170202872,0.0,0.0,0.0,0.0,40363.753734661164,0.0,0.0,90.76492545709844,0.0,1079.601284820694,0.0,0.0,49001.042309392265,72357.77442777996,177.73680403405254,16213.006896632405,0.0,0.0,0.0,0.0,129.27980311410195,0.0,0.0,0.0,83231.22401013784,0.0
109,0,6.84,331429.61010707304,585283.1896552129,808135.3579262877,433370.18937733775,330608.89494600426,165796.83472199546,446417.7831726597,670972.5962817403,233.24634574712897,281346.35678890627,581.3775595201803,129613.46406939678,298602.3212850359,165876.43299352145,360863.0825962292,67172.59512274057,453755.2615544077,295076.7978511405,421896.60000557726,295818.23778478557,315799.92625693354,93504.38856491588,52.013115629392004,158693.59534963098,113456.59257507035,123785.85613758642,171013.8844433494,127366.22678609248,123802.25805933027,18.19687366183053,206264.96020206032,60583.33515227329,224159.1341073937,1902.5722312775654,69491.76166970645,113050.90514171554,91323.98664957492,201811.81021080093,97483.16121133897,156464.21099121324,172377.95553569635,113262.61493807368,185917.51187286671,67.69032172301549,110.44911589834135,10005.334527199815,39.12637030660614,17678.19696226122,8.90591343673418,144.6880419895623,94.9937305926685,16135.615834483804,157799.13415601305,43231.02111598039,19.34823180809544,70.10089343880918,203508.1983766681
110,0,6.89,12694.152875579988,1317.652353397537,18865.97154715764,1159.7765033254186,1076.1064833352477,11295.4601771576,356.0656087185599,1078.7537040785,13912.186332868265,597.2229431082268,8609.854543827056,14688.431385411635,20392.90779030475,16563.691401823562,17437.34745047933,13121.945535601286,16384.659132978744,43386.03441413704,4922.597896732469,33867.839123804144,25065.10654984567,27890.780203429207,9461.55103510918,33745.609332654836,16786.322680031866,27136.61277809189,35861.646810711856,0.0,12169.27767145323,7476.696511704781,10377.920331403291,24727.37385922957,34503.20609184444,5129.939872669628,11093.12909394008,33393.197796328546,16873.823438689484,50127.15071968643,18567.231479176407,9702.732759431912,25719.407826690793,38575.579820828534,5819.960504424366,5976.8146662823865,3805.6378170085572,17319.012799620512,14993.557167507832,12655.53162007911,0.0,1306.4930455602605,5362.3396100627915,5757.872428230229,29378.485642431828,17071.358648469828,0.0,7057.227630887014,13431.251719471209
111,0,6.89,709.0220754749038,587.6014636560507,0.0,350.6265297377137,588.0938927501109,0.0,282.40300241628944,493.9950555503742,0.0,2634.100215529248,28930.620813344667,5703.5132094134215,0.0,0.0,0.0,1678.390012434303,0.0,961.1169474957527,1364.4396650354188,579.4712592379076,0.0,29610.946211265986,49151.54145166588,1597.6669000117968,4127.294182423268,344.9879947881994,8106.771642453001,6636.472293798517,20660.90648215385,26828.850896889548,26228.649928823736,0.0,48776.1132372242,17866.164911495413,18007.696770533214,25024.76291644146,8325.795256528623,30.878891894385422,41820.68448348024,12314.385462949263,53883.26646529066,27751.287692577647,12314.221505151374,20929.63620366094,55034.35623776828,55467.52456436836,49662.87992864818,21014.982519813373,0.0,12510.950564742689,1702.246548913031,26924.01263409763,1097.0475982229307,28005.301245377672,15325.394623849768,50123.0421689633,1113.4183463857446
112,0,6.89,70.18956195320037,0.0,0.0,17.95074361227363,0.0,0.0,0.0,0.0,32580.66794344805,0.0,23590.107114257782,0.0,0.0,6.609902536481331,0.0,0.0,0.0,0.0,94.24876906889584,0.0,0.0,0.0,24206.451698291847,0.0,0.0,0.0,0.0,0.0,0.0,18977.42228205045,0.0,196.84768954903103,0.0,31746.49919451976,0.0,0.0,0.0,103.12313222695627,0.0,0.0,0.0,0.0,0.0,15802.99996305088,1676.1745172566982,10041.07832653626,6906.8649646143185,4750.554738793764,400.8862188495568,23826.068932301117,2172.42734764007,291.5566243442323,68.99852379774006,14401.83534592968,57957.26969318795,0.0,0.0
113,0,6.96,2.3892325187912884,2660.4835224604835,7595.0431366692665,2113.958246652458,1410.2264788969694,64.70921721714512,7985.221359602158,10.138772852166632,4345.518674515326,1183.1869254533178,4027.522836241113,1753.7450252659803,645.6603107545418,2649.551154269075,1046.408545508208,805.6363224476809,4289.0383971047695,9956.6638806046,22.693749183616873,3241.295630508988,448.4246923087325,399.04416257386924,3.6448433934330113,9907.263821939045,9448.000484460445,86.42149996309868,286.34516728805494,3362.8837658264238,656.8020341312232,0.0,3388.655716324237,63.89780208272176,60.77882816271965,13.154684641190885,485.57901923545535,79.90495619298751,3331.4752983125513,10585.39450248256,30.691833039048262,36.57986673269245,737.0771924493071,3384.009625862493,38.28041746947704,0.0,266.5888565087276,3.6526940644497614,1.4494714825289992,1169.761985883532,2.089878269417652,370.934849364872,7.397326635345693,43.16322481457277,1550.2568192398408,1680.2458767119422,1.5247353967190038,0.0,1192.921381363588
114,0,6.96,49.797721926960094,2306.056662494252,8059.666233775301,1532.4312114270253,1053.9837163548052,1012.9900918692874,7199.930966261512,937.9474945167366,4889.133837300715,0.0,4651.061358541052,2352.605833926795,379.11578265122614,994.0775466578914,639.1823126549283,154.26437241224247,1757.9410721137658,8586.333058583816,0.0,4312.3248571402655,268.2269117077414,593.0263329714712,819.0618522521463,0.0,3043.684917057533,214.87329888890676,184.44117784241126,4057.7490961279873,246.92516070902542,5166.756645631548,4755.106443811423,0.0,555.0669183685479,1221.1315719234785,442.0995222310871,216.75284322448158,3198.6759236695643,2592.374787716501,103.370480109347,0.0,852.3410948636615,3051.9717664867517,1.1488621215522157,0.0,373.78080091935067,8.976027516805074,23.482574839361163,709.7099372766234,12.8121913829285,0.0,0.323200696016198,6.154425253626568,1269.4129099424001,2056.523900833181,227.65402006025784,689.6365675811478,1428.0523566193147
115,0,6.96,17.874354247851592,104.69576765165648,0.0,53.403488575340994,72.85397751439655,100.35627172715441,0.0,66.71742886600927,0.0,26.667865744271488,0.0,0.0,57.27538725232255,936.0191109884033,37.30776137140415,130.52801020120347,0.0,0.0,23.716243020745765,33.24894949313264,105.62639260734669,23.70046702168509,29.73634856255413,0.0,416.3308174828505,120.94352612405123,89.65037844392853,148.6831521103766,108.924040355377,0.0,25.590915442137643,69.18059723349204,108.86468702408436,26.273502469209717,113.0626414815845,101.3642507117403,102.47800728834305,0.0,297.25324208730234,39.56304482466968,32.17101647127357,16.333522005113526,41.671829941042475,9355.266368598759,0.0,0.7995462895458849,42.31816498151251,408.77815052807983,0.8691219238449788,10.945236622943817,12.532970133943172,45.40951761926411,74.79563665152116,0.0,33.9541841588037,0.0,64.69149862412627
116,0,6.99,158.24256928437626,142.76359828916782,301.7447929900702,169.81516664283143,5.634262226192793,1839.0766711704891,677.6074852588947,0.0,0.0,1015.8056469211141,661.8287483464708,1545.6817397443951,1531.3003662537353,0.0,1236.3373634065601,1111.6699681829705,547.105974322557,480.84379915820466,2387.909855173706,291.78084675683164,903.3854298470089,364.0756946998113,268.640458755498,540.8084733389231,635.9529391313267,1380.5230470470472,1991.1580328218704,1908.192321707502,3072.543352785368,1238.7205356868794,409.6214808972026,3218.991729762207,2012.9088463372964,38.03915790080593,3848.729315140765,1839.4429483174176,1185.2742063095693,355.0358540813957,3952.9702023484087,10960.354949286835,2466.663723372676,826.2826059163402,5686.185909107973,647.4224882684772,846.1667857873675,4923.329339651247,863.7528840490614,1054.9383591961382,0.0,405.76422569527136,2346.418985584684,5646.277365961916,0.0,229.99333797531517,7.022921724661624,81.41123216822095,958.0381517007734
