row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,5_Wax_Ext_blank.mzXML Peak height,53_Wax_Brote_24_ 8mg_2.mzXML Peak height,45_Wax_Callo_52_9mg_2.mzXML Peak height,11_Wax_Callo_52_9mg_3.mzXML Peak height,13_Wax_Brote_50 _ 1mg_3.mzXML Peak height,29_Wax_Brote_25_ 3 mg_3.mzXML Peak height,37_Wax_Brote_27_8 mg_1.mzXML Peak height,46_Wax_Brote_33_4mg_3.mzXML Peak height,10_Wax_QC.mzXML Peak height,20_Wax_Brote_6_6mg_1.mzXML Peak height,62_Wax_Callo_56_2mg_1.mzXML Peak height,18_Wax_Brote_6_6mg_2.mzXML Peak height,52_Wax_Brote_14_5mg_3.mzXML Peak height,40_Wax_Brote_6_6mg_2.mzXML Peak height,42_Wax_Callo_56_2mg_2.mzXML Peak height,14_Wax_Brote_44_2 mg_2.mzXML Peak height,12_Wax_Brote_14_5mg_1.mzXML Peak height,55_Wax_QC.mzXML Peak height,23_Wax_Brote_50 _ 1mg_2.mzXML Peak height,9_Wax_QC.mzXML Peak height,57_Wax_Brote_27_8 mg_3.mzXML Peak height,34_Wax_Brote_14_5mg_2.mzXML Peak height,54_Wax_Brote_44_2 mg_1.mzXML Peak height,43_Wax_Brote_33_5 mg_2.mzXML Peak height,63_Wax_Brote_6_8mg_2.mzXML Peak height,59_Wax_Callo_40_2mg_2.mzXML Peak height,17_Wax_Brote_33_5 mg_3.mzXML Peak height,47_Wax_Brote_12_5mg_1.mzXML Peak height,27_Wax_Brote_12_5mg_2.mzXML Peak height,21_Wax_QC.mzXML Peak height,15_Wax_Brote_76_08mg_1.mzXML Peak height,65_Wax_QC.mzXML Peak height,25_Wax_Brote_44_2 mg_3.mzXML Peak height,26_Wax_Brote_6_8mg_1.mzXML Peak height,58_Wax_Brote_22_3mg_1.mzXML Peak height,39_Wax_Callo_52_9mg_1.mzXML Peak height,35_Wax_Brote_76_08mg_3.mzXML Peak height,16_Wax_Brote_25_ 3 mg_1.mzXML Peak height,31_Wax_Brote_22_3mg_3.mzXML Peak height,51_Wax_Brote_33_5 mg_1.mzXML Peak height,28_Wax_Brote_24_ 8mg_3.mzXML Peak height,30_Wax_Brote_33_4mg_2.mzXML Peak height,38_Wax_Callo_40_2mg_3.mzXML Peak height,48_Wax_Brote_6_8mg_3.mzXML Peak height,60_Wax_Brote_50 _ 1mg_1.mzXML Peak height,61_Wax_Callo_56_2mg_3.mzXML Peak height,36_Wax_Callo_40_2mg_1.mzXML Peak height,22_Wax_Brote_76_08mg_2.mzXML Peak height,44_Wax_QC.mzXML Peak height,66_Wax_QC.mzXML Peak height,50_Wax_Brote_24_ 8mg_1.mzXML Peak height,49_Wax_Brote_27_8 mg_2.mzXML Peak height,24_Wax_Brote_33_4mg_1.mzXML Peak height,32_Wax_QC.mzXML Peak height,19_Wax_Brote_22_3mg_2.mzXML Peak height,64_Wax_Brote_25_ 3 mg_2.mzXML Peak height,41_Wax_Brote_12_5mg_3.mzXML Peak height,
832,71.05152929067926,20.640835,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3455.8557,0,0,0,0,3577.7231,0,3958.4326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3770.34,3092.7324,0,0,0,0,0,3295.219,0,0,0,
833,71.05114326416656,20.645,,,,,,,,,,,0,0,0,0,0,0,0,3430.2234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2159.8323,0,0,0,0,3781.587,3711.4763,0,0,3862.5176,2493.5298,0,0,0,0,0,0,0,0,3155.9749,0,0,0,0,
834,71.0519504076247,20.645,,,,,,,,,,,0,0,0,3607.3767,0,0,0,0,0,0,0,0,0,0,5261.92,0,0,0,0,2964.8997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3423.5525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3102.2778,
837,71.05377516902614,20.646667,,,,,,,,,,,0,0,0,0,0,2449.5547,0,0,0,0,0,0,2244.1335,0,0,0,0,0,0,0,0,2115.6545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
839,71.05074913003864,20.651667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3175.7744,0,2938.6763,0,3146.9744,0,3874.7312,0,0,0,0,0,0,0,0,3137.9749,0,0,0,0,0,0,0,0,0,0,0,0,3329.2566,0,0,
858,102.0247168459139,20.742,,,,,,,,,,,0,0,0,1637.946,1124.4396,0,0,0,1088.3348,0,0,0,0,0,0,676.3755,1410.0828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
859,57.04898906908574,20.803555,,,,,,,,,,,0,12729.765,8157.235,3300.3127,4216.3813,0,7452.6514,8261.602,4366.843,6174.8564,11451.79,5696.403,10448.752,8771.579,7205.499,0,4784.5635,10725.215,4526.625,4338.284,12333.72,7287.763,7016.7646,9610.604,14322.894,10643.183,5239.503,10412.063,7248.3027,5303.837,3564.529,10389.845,3149.0862,6349.6924,6321.0083,6430.365,6407.2554,0,4018.1133,13674.122,7996.1274,5962.06,6904.398,9853.983,12141.665,12506.176,6271.3896,4035.697,8610.305,10481.452,14845.187,9650.106,4796.52,7154.9873,0,9384.603,9030.467,
861,85.04862925676889,20.8744,,,,,,,,,,,0,10441.906,11810.929,12197.58,19209.102,29826.182,4833.4316,4602.5454,14532.822,111220.12,9505.344,103487.93,33726.734,84314.12,12642.08,4014.194,40940.285,11091.355,20630.697,0,0,50806.9,0,9377.507,13573.232,35375.8,7849.918,10931.988,13902.366,20439.078,0,9017.842,4072.9075,28041.486,0,14619.767,7679.124,24122.76,8555.995,7494.287,9171.271,5329.0596,83139.44,23406.61,11465.584,9644.058,76882.7,8468.019,15001.171,9904.918,8542.797,4263.947,4582.148,16318.681,0,12938.912,13497.638,
869,83.03867489972475,20.954998,,,,,,,,,,,0,0,0,0,0,4239.525,0,0,0,0,0,0,2396.0835,0,0,0,0,3246.4802,0,0,0,0,0,0,3360.1194,0,0,0,0,2844.3184,0,2354.1677,0,0,0,0,0,3624.715,0,0,0,0,0,4037.904,0,0,0,0,3412.977,2551.9832,0,0,0,3251.3743,0,0,0,
871,83.04090042455289,20.956667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2474.6865,0,0,0,0,0,0,0,0,0,0,0,1376.1495,0,0,0,0,0,0,0,0,0,2081.309,0,0,0,0,2253.8533,0,0,0,0,0,1579.7147,0,0,0,1435.6989,0,0,0,0,0,
873,83.04075478206755,20.96,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12005.294,12001.657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12110.321,
875,83.04091451627103,20.960001,,,,,,,,,,,0,0,0,0,0,0,0,0,2774.139,0,1575.767,0,0,0,0,2101.1602,0,0,0,2762.4746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2556.2485,0,0,0,0,0,0,2339.1482,0,0,1765.7776,0,0,0,0,0,0,0,0,0,0,0,
876,83.04099381142174,20.961113,,,,,,,,,,,0,6174.863,0,0,4597.8896,0,0,0,0,0,0,0,0,0,0,0,0,0,4964.2114,0,0,0,0,0,0,0,0,0,0,0,0,0,2380.7864,3205.7368,0,0,0,0,0,0,6930.974,0,0,0,4943.4873,0,0,0,0,0,5996.8755,0,0,0,0,4264.9946,0,
881,67.03634532522508,21.02111,,,,,,,,,,,0,506.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442.0,0,0,0,0,357.18045,0,0,0,0,0,0,0,0,410.32376,0,0,0,0,0,0,0,407.34763,0,0,0,0,0,727.47504,0,0,0,373.65723,570.0,358.50067,0,0,0,0,0,
883,55.03721627084416,21.069374,,,,,,,,,,,0,0,0,0,0,0,0,0,1096.8973,1407.7103,0,1340.509,0,1270.6603,0,0,0,1290.5586,0,1023.39935,0,0,0,0,1099.3362,0,0,1906.0349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
884,55.03543096023193,21.073505,,,,,,,,,,,0,1911.1637,1521.8514,1053.9305,1499.6289,1504.6979,1327.6272,1381.096,0,0,1668.9261,0,1384.613,0,2379.8474,1009.3127,1142.0814,0,1654.5409,0,0,1438.7169,1214.943,1432.6458,0,1161.2787,0,0,1980.1534,1424.8496,0,0,1162.5847,1424.303,0,1486.9553,1293.4976,1216.5922,1209.3494,1461.9155,0,1437.8147,1420.409,1565.5962,1341.2269,1740.4485,1434.1831,1212.9567,1558.9801,0,0,1390.5488,1244.2649,1549.8558,983.21716,1068.4264,1925.4843,
898,67.03335162108326,21.115,,,,,,,,,,,0,0,497.0,0,0,0,448.0,0,0,0,527.7417,0,547.0,0,0,0,0,0,0,0,0,0,450.0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.0,0,0,476.0,0,0,0,0,0,526.4542,0,0,0,0,0,468.0,0,0,0,0,0,
902,67.04665230499266,21.122501,,,,,,,,,,,0,444.0,0,0,0,0,0,389.2145,0,0,0,0,0,0,423.54358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406.0,
914,56.05082019956287,21.148333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,507.0,0,0,0,455.74216,0,0,0,0,487.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
923,85.03819979290135,21.188334,,,,,,,,,,,0,2160.9766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3353.4453,0,0,0,0,0,0,0,0,0,3015.3013,0,0,0,0,0,0,
931,85.04651698559361,21.261667,,,,,,,,,,,0,0,0,0,0,1332.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1864.8514,0,0,0,0,0,0,0,0,0,0,0,0,1155.0,0,
937,57.048696810133414,21.268333,,,,,,,,,,,0,0,0,0,0,0,0,1679.5886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1870.3844,1809.1123,0,0,0,0,0,0,0,0,0,0,0,1691.6382,0,0,0,0,1723.839,0,0,0,0,0,0,0,0,0,0,0,1921.3728,0,0,0,
941,57.048367597738746,21.271252,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2123.4312,0,0,0,0,0,0,0,0,2172.114,0,0,0,0,0,1912.824,1838.9199,0,0,0,0,1998.7563,0,0,0,0,0,1892.2212,0,0,0,0,0,0,0,0,0,0,0,1739.9513,0,0,0,0,1887.376,
942,57.0497690657282,21.2715,,,,,,,,,,,0,0,1644.9929,0,1129.6002,0,0,0,0,0,0,0,0,0,0,0,0,0,1296.7166,1193.3981,0,0,0,0,0,0,1452.1708,0,0,0,1184.7545,0,0,0,0,1476.1796,0,0,0,0,0,0,0,0,1242.015,0,0,1348.7913,0,0,0,0,1473.8218,0,0,0,0,
943,57.048240278504636,21.273335,,,,,,,,,,,0,0,0,0,0,0,1466.2728,0,0,0,0,0,0,0,0,0,1413.2946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190.8536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
957,73.04976942133582,21.394375,,,,,,,,,,,0,0,0,0,0,0,0,0,3676.6448,3884.6506,0,0,0,0,0,0,0,4066.0986,0,3591.6143,0,0,0,0,0,0,0,0,0,4381.7407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4016.3367,4301.893,0,0,0,4597.524,0,0,0,
959,73.04977729428147,21.398106,,,,,,,,,,,0,0,0,0,2021.4065,0,2107.866,1958.6661,0,0,2045.3251,2811.513,0,2819.9177,0,2286.226,0,0,0,0,1930.873,1836.3246,1967.854,2425.0,2925.9668,0,0,0,2014.7006,0,1950.839,0,1841.6215,0,0,1797.4861,2001.8616,2107.6855,2008.49,1897.6215,2399.7761,0,0,2636.4028,0,0,2021.2645,1849.7651,0,0,2026.9806,1920.6802,2195.0903,0,2150.9983,2187.0,0,
970,95.04545416537242,21.453075,,,,,,,,,,,0,0,606.31665,0,0,0,626.073,0,0,0,942.89606,0,0,0,765.5214,0,0,631.1552,0,0,0,0,0,0,0,0,0,816.0,0,0,0,0,0,0,0,0,0,0,0,587.14417,0,0,0,0,641.0,1072.9828,0,0,719.21405,0,0,591.7045,0,739.1605,0,0,788.0,
1006,72.02469162421018,21.668335,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4737.205,0,0,0,0,0,0,3121.9673,0,0,3822.999,0,0,0,0,0,0,0,0,0,6010.122,0,0,0,0,2821.8535,0,0,0,0,0,2714.758,0,
1010,72.0102425074776,21.692339,,,,,,,,,,,0,58841.57,32469.701,32586.422,25906.223,12528.868,45877.797,29022.438,28404.959,0,20246.197,0,11529.539,0,33430.273,27554.146,10754.182,10739.8125,32378.723,29012.703,10007.797,20471.67,0,47277.54,0,0,75079.01,23888.69,29716.865,25695.953,44366.53,0,26909.557,29106.064,0,39523.438,35777.562,9538.958,25003.396,22133.639,84883.3,46400.867,35811.027,18416.568,0,23060.445,29533.79,40263.773,19641.152,0,66187.78,24896.535,53450.992,24259.357,28151.729,0,27670.22,
1015,57.04495502600336,21.721073,,,,,,,,,,,0,0,0,0,0,0,0,11383.228,0,0,14705.475,0,0,0,0,0,0,11031.272,0,0,13904.057,0,8232.46,0,14865.817,0,0,0,0,0,0,0,0,0,7965.3267,0,0,0,0,16727.56,0,0,0,13479.939,0,15268.413,0,0,10140.259,8735.59,0,14057.323,0,0,0,9759.872,0,
1016,57.046388744233695,21.726667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,12134.237,0,7069.2085,0,0,0,0,0,0,0,0,0,0,0,0,11159.0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1019,57.04861795138622,21.7325,,,,,,,,,,,0,0,10103.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7947.247,0,0,0,0,0,0,8838.453,0,0,0,8082.293,0,0,0,0,0,0,0,0,0,0,
1021,57.04761868350501,21.736252,,,,,,,,,,,0,0,0,0,0,0,9976.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12473.088,0,0,0,0,0,0,0,0,0,0,0,0,8181.86,0,0,0,0,8176.5146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1022,57.04761845843632,21.738333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8029.3857,0,0,0,0,0,0,6357.8643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9476.677,
1057,58.0494751071005,22.088999,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1866.3127,0,0,0,0,0,3703.5051,3702.2947,0,0,0,0,0,3202.5745,0,0,0,0,0,0,0,1430.1517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1058,58.053028731908526,22.09,,,,,,,,,,,0,0,0,0,0,0,2169.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3330.6235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119.5975,3906.4985,
1062,58.0525877623787,22.093,,,,,,,,,,,0,0,1987.0,0,0,0,0,0,0,0,0,0,1815.7847,0,0,0,1904.9376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222.2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3094.487,0,0,
1066,58.04750833263292,22.1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351.0487,0,0,0,0,0,0,0,0,0,1321.0968,0,0,1257.6771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1071,85.03456747865734,22.110832,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2639.9695,0,0,0,0,0,0,1629.0,0,0,1470.0,0,0,0,0,906.0,0,0,0,0,0,0,0,0,0,5350.2183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3730.4097,0,0,0,0,0,
1074,85.0327173825253,22.123749,,,,,,,,,,,0,12315.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6729.1406,0,0,0,0,0,0,0,0,0,0,0,0,0,20761.213,0,0,0,0,0,0,0,0,0,12076.254,0,0,0,0,0,0,
1094,54.03613746077235,22.22625,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444.0,0,0,0,0,0,0,0,0,698.0,699.0049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1102,102.01909257496311,22.251429,,,,,,,,,,,0,0,830.1376,0,0,0,825.4812,668.80096,0,0,0,0,0,0,0,0,0,0,0,0,0,587.27203,0,0,0,0,759.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718.4918,0,0,0,0,728.4233,
1103,73.0476971518563,22.256666,,,,,,,,,,,0,1967.0,0,0,0,0,0,0,0,0,0,0,0,0,1883.0548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2159.848,0,0,0,0,0,0,
1120,114.00387061569147,22.371338,,,,,,,,,,,0,20821.586,14626.92,8207.798,25102.297,6999.9487,15240.224,15878.106,9249.079,5968.6235,11566.53,5890.929,14557.111,6519.7153,11119.9795,6715.931,7525.8447,14764.16,26361.164,9877.666,12754.677,12054.901,8685.801,20249.133,13975.678,11807.853,13096.752,16692.559,13101.034,9716.72,9327.776,5088.1055,8162.1895,11831.45,7323.6255,14391.895,13440.478,6136.735,8572.407,19975.836,17864.812,14239.332,14437.192,15889.837,22615.824,11187.731,12586.484,10067.428,12643.648,5660.1294,19897.795,15061.63,12712.86,11241.488,6744.3345,9191.724,14661.405,
1135,56.04057175949644,22.65,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1386.0234,0,0,0,927.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1592.2247,0,0,0,0,0,0,0,0,0,0,0,
1153,73.04872653870764,22.68,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3925.8064,0,0,0,0,0,0,0,0,0,0,0,0,0,4547.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4598.6553,0,0,0,0,0,0,0,
1156,55.048978983684435,22.683332,,,,,,,,,,,0,0,0,1073.5608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125.9164,0,0,0,0,0,0,0,0,1225.0,0,0,0,0,0,0,0,0,0,0,0,0,
1158,73.05119210872517,22.685,,,,,,,,,,,0,0,0,0,0,0,0,0,2519.7983,0,0,0,0,0,0,0,0,0,0,2448.1536,0,0,0,0,0,0,0,0,0,3526.8364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1168,55.04033358766647,22.772,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906.8138,0,0,0,0,0,1027.0,0,836.0,0,0,0,0,0,918.12915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861.502,0,0,0,0,0,0,0,
1178,95.03099055158528,22.794998,,,,,,,,,,,0,0,407.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392.23883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.29544,0,0,0,0,0,
1184,108.05143138312627,22.800001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071.5542,0,0,0,0,0,0,0,0,0,0,0,0,968.8523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982.2751,0,
1186,55.040410721902276,22.808334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625.6343,1793.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659.9106,
1189,108.05123982682757,22.81,,,,,,,,,,,0,0,0,0,0,1223.8046,0,0,0,2126.318,0,1902.1809,1100.4608,0,0,0,0,0,0,0,0,1259.2163,0,0,0,0,0,0,0,0,0,0,0,1190.2406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1199,55.0350441601066,22.948334,,,,,,,,,,,0,1509.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854.7646,0,0,1411.7554,0,0,0,
1215,125.9989242029875,23.105288,,,,,,,,,,,0,13545.002,7777.028,22039.607,16966.94,9417.266,12097.186,9779.363,14150.301,4423.442,1527.8665,5803.2188,6536.5073,1946.5197,10269.476,9431.249,21762.02,3265.927,11668.835,15415.971,2945.6697,11703.266,2388.0,11290.459,0,1657.0,17985.045,10305.553,17969.275,8081.822,14487.646,0,7922.9355,16956.79,1594.0,12061.269,10867.37,12057.226,7764.9873,7810.372,35433.574,16496.908,8654.735,11344.952,0,2116.8462,8068.9287,10704.164,4992.24,0,13530.739,7945.4424,14930.045,7406.6436,7257.9233,0,11537.961,
1223,57.04811862208037,23.145834,,,,,,,,,,,0,0,2576.433,0,0,0,2345.6895,0,0,0,0,0,0,0,3325.2424,0,0,0,0,0,0,0,0,0,0,0,2818.4905,0,0,0,0,0,0,0,0,2802.3228,2352.7356,0,2029.0261,0,2091.0835,0,2521.2883,0,0,0,2749.0964,0,0,0,0,0,2560.18,0,2255.9778,0,0,
1224,57.047476125519196,23.148,,,,,,,,,,,0,2706.7705,0,0,0,0,0,2296.2441,0,0,3436.9187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3619.0,0,0,0,0,0,3621.51,0,0,0,0,0,0,0,0,0,0,0,
1225,57.05014798753473,23.149,,,,,,,,,,,0,0,0,0,0,5620.667,0,0,0,0,0,0,0,0,0,0,6878.844,0,0,0,0,5727.0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5719.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6692.175,
1229,73.04930103232779,23.155,,,,,,,,,,,0,0,0,0,0,0,0,0,5080.5723,0,0,0,0,0,0,0,0,6395.9375,0,0,0,0,0,0,0,0,0,0,0,6335.8237,0,7325.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6773.7354,7638.381,0,0,0,6899.809,0,0,0,
1230,57.04713710095183,23.175627,,,,,,,,,,,0,0,0,0,0,0,0,0,0,8941.535,0,0,0,3842.0642,0,0,0,0,0,0,0,0,0,0,0,0,0,5573.922,7668.144,0,0,0,0,9506.076,0,0,0,0,0,0,0,0,0,6237.114,0,0,0,0,0,0,0,0,0,0,0,26851.0,29586.0,
1233,54.03908431849486,23.188002,,,,,,,,,,,0,0,0,0,0,0,0,0,0,577.0,0,552.594,0,0,0,0,0,0,0,858.0,492.0,0,0,778.0,0,474.0,0,0,1316.0,0,667.0,0,0,0,0,0,0,0,0,733.0,0,0,0,0,0,0,0,0,0,0,0,0,0,755.0,0,0,0,
1239,98.03708760965281,23.206112,,,,,,,,,,,0,0,557.0,0,0,422.0,305.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479.0,408.0,0,0,0,0,1047.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788.9642,0,196.0,0,752.3981,0,0,0,0,0,0,0,0,0,0,
1240,55.021677305170236,23.209093,,,,,,,,,,,0,0,0,0,0,0,0,3561.0,0,0,0,0,0,1512.2932,0,0,0,3641.0,0,0,0,0,0,0,3489.0,0,5516.0,0,0,0,0,0,0,5594.0,0,0,3924.0,4544.0,0,0,0,0,0,5130.0,0,0,0,0,0,0,0,3886.0,0,0,0,2313.0,0,
1249,57.04387835373217,23.264084,,,,,,,,,,,0,93500.98,37074.64,0,0,0,43063.43,42068.52,0,0,64490.67,0,31173.799,0,22871.498,0,0,40966.9,0,0,65905.51,18429.053,30941.98,51995.863,42753.668,47246.387,22058.23,31638.979,0,0,0,43851.688,13294.114,17410.234,32767.332,30429.97,30251.38,0,19057.822,67287.734,0,27736.148,34638.273,32968.105,44600.645,61201.617,29033.578,0,30219.686,38145.266,89974.12,51208.094,0,22704.062,11219.363,24870.635,26760.176,
1260,57.05011908392121,23.28,,,,,,,,,,,0,0,0,0,0,0,0,0,6777.312,0,0,0,0,0,0,0,0,0,0,7001.307,0,0,0,0,0,0,0,0,0,0,9560.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1269,83.01985410951325,23.30375,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,875.88635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750.5281,0,0,0,0,0,0,0,0,0,0,0,777.7842,0,0,0,841.6506,0,
1273,87.04591578936915,23.318335,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169.107,0,0,1021.4666,0,0,0,0,0,1141.4697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1278,71.05008028807306,23.368334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,852.3861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631.0,0,0,0,0,0,0,884.0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1286,70.05927346741576,23.386667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249.3932,0,0,0,1247.0,0,0,0,
1299,83.03750898963872,23.40375,,,,,,,,,,,0,0,0,0,0,0,0,0,0,821.0,0,0,0,742.6015,0,0,0,1057.0,0,0,0,0,0,0,834.8041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
