row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,5_Wax_Ext_blank.mzXML Peak height,53_Wax_Brote_24_ 8mg_2.mzXML Peak height,45_Wax_Callo_52_9mg_2.mzXML Peak height,11_Wax_Callo_52_9mg_3.mzXML Peak height,13_Wax_Brote_50 _ 1mg_3.mzXML Peak height,29_Wax_Brote_25_ 3 mg_3.mzXML Peak height,37_Wax_Brote_27_8 mg_1.mzXML Peak height,46_Wax_Brote_33_4mg_3.mzXML Peak height,10_Wax_QC.mzXML Peak height,20_Wax_Brote_6_6mg_1.mzXML Peak height,62_Wax_Callo_56_2mg_1.mzXML Peak height,18_Wax_Brote_6_6mg_2.mzXML Peak height,52_Wax_Brote_14_5mg_3.mzXML Peak height,40_Wax_Brote_6_6mg_2.mzXML Peak height,42_Wax_Callo_56_2mg_2.mzXML Peak height,14_Wax_Brote_44_2 mg_2.mzXML Peak height,12_Wax_Brote_14_5mg_1.mzXML Peak height,55_Wax_QC.mzXML Peak height,23_Wax_Brote_50 _ 1mg_2.mzXML Peak height,9_Wax_QC.mzXML Peak height,57_Wax_Brote_27_8 mg_3.mzXML Peak height,34_Wax_Brote_14_5mg_2.mzXML Peak height,54_Wax_Brote_44_2 mg_1.mzXML Peak height,43_Wax_Brote_33_5 mg_2.mzXML Peak height,63_Wax_Brote_6_8mg_2.mzXML Peak height,59_Wax_Callo_40_2mg_2.mzXML Peak height,17_Wax_Brote_33_5 mg_3.mzXML Peak height,47_Wax_Brote_12_5mg_1.mzXML Peak height,27_Wax_Brote_12_5mg_2.mzXML Peak height,21_Wax_QC.mzXML Peak height,15_Wax_Brote_76_08mg_1.mzXML Peak height,65_Wax_QC.mzXML Peak height,25_Wax_Brote_44_2 mg_3.mzXML Peak height,26_Wax_Brote_6_8mg_1.mzXML Peak height,58_Wax_Brote_22_3mg_1.mzXML Peak height,39_Wax_Callo_52_9mg_1.mzXML Peak height,35_Wax_Brote_76_08mg_3.mzXML Peak height,16_Wax_Brote_25_ 3 mg_1.mzXML Peak height,31_Wax_Brote_22_3mg_3.mzXML Peak height,51_Wax_Brote_33_5 mg_1.mzXML Peak height,28_Wax_Brote_24_ 8mg_3.mzXML Peak height,30_Wax_Brote_33_4mg_2.mzXML Peak height,38_Wax_Callo_40_2mg_3.mzXML Peak height,48_Wax_Brote_6_8mg_3.mzXML Peak height,60_Wax_Brote_50 _ 1mg_1.mzXML Peak height,61_Wax_Callo_56_2mg_3.mzXML Peak height,36_Wax_Callo_40_2mg_1.mzXML Peak height,22_Wax_Brote_76_08mg_2.mzXML Peak height,44_Wax_QC.mzXML Peak height,66_Wax_QC.mzXML Peak height,50_Wax_Brote_24_ 8mg_1.mzXML Peak height,49_Wax_Brote_27_8 mg_2.mzXML Peak height,24_Wax_Brote_33_4mg_1.mzXML Peak height,32_Wax_QC.mzXML Peak height,19_Wax_Brote_22_3mg_2.mzXML Peak height,64_Wax_Brote_25_ 3 mg_2.mzXML Peak height,41_Wax_Brote_12_5mg_3.mzXML Peak height,
3211,101.0088112053786,26.523333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30304.309,0,0,0,0,3765.8948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4275.28,0,0,0,0,0,0,0,0,0,
3212,101.01774293119065,26.523333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2082.0,0,0,0,0,0,2575.6392,0,0,0,0,0,0,0,3191.1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3215,73.04865652621906,26.525713,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3028.0,4608.0,0,0,2480.0,0,0,0,0,0,0,0,0,4274.238,0,0,0,0,0,0,0,0,0,0,0,3910.915,2384.0,0,2485.0,
3216,73.05000305175783,26.526667,,,,,,,,,,,0,0,0,0,2665.7385,0,0,0,0,0,0,0,0,0,0,2756.0,0,0,2648.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3217,101.01668375436704,26.526667,,,,,,,,,,,0,0,0,3057.635,0,2431.2195,2719.8032,0,3961.0464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3110.4844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4202.584,0,0,0,0,
3291,89.04398510357873,26.618334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1622.6798,0,0,0,0,1667.5378,0,0,0,0,0,0,0,0,1634.0354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3304,55.041492929639766,26.631428,,,,,,,,,,,0,0,0,0,0,0,1352.0,1377.6665,0,0,0,0,0,0,1817.9594,0,0,0,0,0,0,0,0,1575.0,0,0,0,0,0,0,0,0,0,1527.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1508.0,0,1505.0,0,0,0,0,0,0,
3305,73.04548230592768,26.633333,,,,,,,,,,,0,0,0,0,0,1910.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2181.0,0,1841.6139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3312,55.04290903581979,26.63786,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1758.8116,0,0,0,0,0,0,1398.0,0,0,0,0,0,0,2411.6396,0,0,0,0,0,0,2113.498,0,0,0,0,0,0,0,0,0,0,0,0,1907.5984,2456.0,0,0,0,1736.6545,0,0,0,0,0,0,0,
3321,89.04394354267204,26.654999,,,,,,,,,,,0,0,1789.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1883.0,1666.0354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3384,59.04635926464808,26.7125,,,,,,,,,,,0,1505.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490.0,0,0,0,0,0,1441.107,1513.0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3398,103.05648072953927,26.719997,,,,,,,,,,,0,0,0,638.59357,657.19507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638.0,0,0,0,0,0,0,0,0,0,0,685.0,0,0,0,648.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3438,87.03929539483862,26.763334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062.4419,0,0,0,0,0,0,0,
3502,89.04626258461538,26.826666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810.5886,0,0,0,0,0,0,0,0,0,1854.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1814.8275,0,0,
3505,73.05000305175783,26.83,,,,,,,,,,,0,1595.0898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970.0159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715.0,0,0,0,0,0,0,
3512,73.05000305175781,26.838333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625.5741,0,0,0,0,0,0,0,0,0,0,0,0,0,1641.1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1779.039,0,0,0,0,0,0,0,0,
3536,89.04591806302433,26.851667,,,,,,,,,,,0,0,0,0,0,0,0,1776.0,1917.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739.0548,0,0,0,0,0,0,0,0,0,0,
3561,89.04479186772247,26.8825,,,,,,,,,,,0,0,0,0,0,0,1725.5471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987.5338,0,0,0,0,0,0,0,0,0,0,0,0,1667.3092,0,0,0,0,0,0,0,0,0,0,0,1687.8315,0,0,0,0,0,
3592,58.05270166907544,26.916666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966.0,900.0,0,0,0,802.97656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3593,59.04694781580421,26.916666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681.0,0,0,0,0,1529.0,0,0,0,0,0,0,1400.1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3600,89.04612182917798,26.921667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1721.3384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.0,0,1778.0,0,0,0,0,0,0,0,0,0,0,0,
3625,89.04339988651965,26.945002,,,,,,,,,,,0,0,0,0,1950.5232,0,1690.0,0,0,0,0,1758.2915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1648.6417,0,0,0,0,0,0,0,0,1705.0,0,0,0,0,0,
3662,73.05047974724977,26.99125,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3067.0012,0,0,0,0,1805.7479,0,0,0,0,0,0,0,0,0,0,0,1956.0,0,1696.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3731,57.059036175635526,27.058334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1930.4308,0,1957.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060.3171,0,0,0,0,0,0,0,0,
3736,57.05959997216337,27.061666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.3962,0,0,0,0,0,0,0,0,0,0,0,0,0,2088.0872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2165.3994,0,0,0,0,0,0,0,
3771,89.04412280076923,27.1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1595.4272,0,0,0,0,1626.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1585.973,0,0,0,0,0,0,0,0,0,0,0,0,
3780,55.03818281035284,27.106667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245.9076,0,0,0,0,0,0,0,0,1077.0,0,0,0,0,0,0,0,0,0,1081.0076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3797,103.0541606452618,27.125,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621.0,0,0,622.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577.2185,
3814,70.05827138470747,27.137,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2227.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2346.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2204.8594,2344.3455,0,0,0,2261.0,0,0,0,
3815,89.04825244843657,27.138334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1650.9536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703.0,0,0,0,0,0,0,0,0,1844.5555,0,0,
3852,73.05097712873665,27.181665,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1758.0708,0,0,0,0,0,
3894,59.04958466332776,27.222998,,,,,,,,,,,0,0,0,0,1605.6586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1597.8842,0,0,0,0,1564.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1557.0,0,1599.0,0,0,0,0,
3910,55.04841294212173,27.24,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1574.0,0,1382.0712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1345.7178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3934,59.044238815454875,27.26,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1653.203,0,0,0,0,0,0,1943.6436,0,0,0,0,0,0,2074.9253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598.0,1799.6837,0,0,0,0,0,0,0,
3961,89.0458883923871,27.28875,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656.0,0,1660.8324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1708.0,0,0,1808.7656,0,0,
3977,87.04585977801864,27.30375,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239.0,0,0,0,0,0,0,0,0,0,1207.0,0,0,0,1304.8306,0,0,0,0,1172.6567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4032,89.04292427335314,27.361877,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661.0,1932.8978,0,0,0,0,0,0,0,1681.0,0,0,0,1781.2698,1742.0,0,0,1692.3684,0,0,0,0,0,0,0,1747.0,0,0,0,1868.3468,0,0,
4037,120.04801957375363,27.3755,,,,,,,,,,,0,2386.272,4214.0825,0,0,0,8951.93,13039.259,4011.3794,12014.494,0,11813.254,8241.215,11458.619,0,12802.46,5721.087,6223.9775,0,4333.067,9911.314,7612.793,17360.592,0,0,0,0,0,0,4446.163,8344.732,6945.4897,13945.464,0,0,3788.594,9606.948,0,0,0,0,11897.352,0,0,2298.95,0,0,8060.24,5274.0063,5794.3823,0,9504.454,11396.149,4582.017,0,0,0,
4038,120.0392178126358,27.378998,,,,,,,,,,,0,0,0,2952.703,0,1656.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854.0,0,0,0,0,3036.7744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1721.4559,0,
4087,71.06772942992184,27.443335,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721.762,0,0,0,0,751.0,0,0,796.0,0,0,0,0,0,0,
4107,73.04735590666583,27.465002,,,,,,,,,,,0,0,0,0,1901.3693,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973.0,0,0,0,0,0,0,0,0,1530.2057,0,0,0,0,0,0,0,0,0,1626.0,
4128,59.04564010580018,27.488335,,,,,,,,,,,0,0,1434.0,0,0,0,0,0,0,0,0,0,0,0,1516.0907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1478.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4134,103.04556247024854,27.493,,,,,,,,,,,0,602.0,0,0,0,0,0,618.0,0,0,0,0,0,0,0,0,0,0,0,0,544.8262,0,0,0,0,549.91907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563.0,0,0,0,0,0,0,0,0,0,0,0,0,
4146,174.01863468003,27.507221,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,581.0,0,1362.4384,0,0,0,0,0,0,0,500.0,0,0,1057.0,0,0,610.0,0,0,0,0,0,626.0,502.0,0,0,0,0,0,0,0,0,1174.0,0,0,0,0,0,0,0,0,0,0,0,556.0,0,
4161,89.04833213436108,27.528336,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1857.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712.0,0,0,0,0,0,0,0,1719.0319,
4193,57.05389281439326,27.5725,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2526.3362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3029.0,0,0,0,0,0,0,0,0,3060.0,0,0,0,0,0,0,0,0,0,0,2683.3857,0,0,0,0,0,0,0,0,0,0,0,
4195,57.058574413696334,27.575003,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4176.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4263.6196,0,0,0,0,0,0,0,0,0,0,0,0,0,3895.514,0,0,
4196,57.06885075848801,27.575623,,,,,,,,,,,0,0,0,0,0,0,0,0,8812.578,0,0,0,0,0,0,4605.843,0,0,0,9122.446,0,0,0,0,19065.92,0,0,9059.46,10324.376,0,0,0,0,18806.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10153.97,
4197,57.06118100494453,27.577175,,,,,,,,,,,0,0,0,0,5885.7695,3950.067,0,0,0,0,0,8203.043,3099.9275,6528.474,0,0,5283.0156,0,0,0,0,3683.9226,0,0,0,0,4563.2446,0,0,7433.0195,4663.914,0,5105.9478,0,0,3330.587,3906.3547,4517.7144,3648.345,0,0,4580.1094,3513.0623,0,0,0,3406.6458,4069.1694,0,0,3105.7744,3137.0698,4255.572,7418.585,0,0,0,
4199,57.05319725495466,27.5775,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5913.4424,0,0,0,0,0,0,0,0,0,0,0,0,0,6391.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7216.2905,6079.0854,0,0,0,0,0,0,0,
4312,89.04586391663065,27.701666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007.0,0,0,0,0,0,1815.0,1957.5599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4316,59.04802718779854,27.706665,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1413.1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1622.0,0,0,0,0,1553.4104,0,0,0,
4317,55.032295452476546,27.706667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,892.52057,0,0,0,0,0,0,0,0,0,833.0,0,0,0,0,0,0,0,0,0,0,871.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4323,109.06169601208042,27.71,,,,,,,,,,,0,0,0,0,0,0,0,0,0,558.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429.9925,0,0,0,0,0,0,0,281.0,0,0,0,0,0,0,
4338,73.0474833593618,27.725,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1820.0305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1663.2286,0,0,
4425,89.04792810253252,27.811666,,,,,,,,,,,0,0,0,0,2018.0916,0,0,0,1851.1897,0,0,0,0,0,0,0,0,0,0,1839.5803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4433,89.04369819764912,27.823334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1616.3799,0,0,0,0,1573.2574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1651.0,0,0,0,0,0,0,0,0,0,0,0,0,
4449,72.05662042561075,27.832998,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737.7497,0,0,0,0,0,0,0,0,671.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748.0,0,0,0,0,721.0,0,0,0,0,0,0,758.0,0,0,0,0,0,0,
4527,95.04437424777711,27.916666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2110.6665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2606.1946,0,0,0,0,0,0,0,0,0,0,1840.7957,0,
4548,95.04236400590169,27.94,,,,,,,,,,,0,0,0,0,2153.2473,0,0,0,0,0,0,0,0,0,0,0,0,0,2533.3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965.9841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4550,95.0410900159361,27.9425,,,,,,,,,,,0,0,2132.6042,0,0,0,0,2031.9513,0,1748.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2031.866,0,0,1763.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150.041,0,2487.1875,0,0,2504.0806,
4553,89.04276113600407,27.953333,,,,,,,,,,,0,0,0,0,0,0,0,0,1875.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1842.0725,0,0,0,0,0,0,0,0,0,0,0,0,0,1721.0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4618,95.03890933601913,28.013334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1748.0,0,0,2216.9983,2140.4348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4633,89.04428625819075,28.029999,,,,,,,,,,,1904.3348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656.3445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1829.2632,0,0,
4696,89.04588069760602,28.098333,,,,,,,,,,,0,1684.9651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1735.0234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1672.3795,0,0,0,0,0,0,
4710,74.0479983345489,28.131248,,,,,,,,,,,0,0,0,0,0,0,0,0,0,9631.648,0,9958.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5047.249,5073.2954,0,0,
4711,74.04905854899386,28.133331,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,13596.609,0,0,0,0,0,0,0,0,0,0,0,13918.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13064.288,0,0,0,0,0,0,0,0,0,0,0,
4714,74.0476218997296,28.136667,,,,,,,,,,,0,0,0,4163.5186,5499.047,0,0,0,0,0,0,0,0,0,0,0,5961.6104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4715,74.04952426245806,28.136873,,,,,,,,,,,17791.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14051.132,0,0,0,15972.143,0,0,0,0,0,0,34635.57,0,0,17474.242,0,0,0,0,0,0,0,0,0,14614.899,0,0,0,0,24936.803,0,0,0,0,0,14889.941,0,
4716,74.04814382119729,28.138533,,,,,,,,,,,0,0,5405.122,0,0,0,4685.803,5874.6704,6822.9814,0,0,0,0,0,3837.9995,4751.597,0,0,0,6034.6313,0,5444.8755,0,5386.9194,0,0,4236.0024,0,0,0,0,0,0,0,0,3751.5603,3343.2544,4210.409,5408.162,0,3886.9846,0,3509.9243,0,0,0,0,0,0,0,0,6728.3506,0,0,0,0,0,
4718,74.04841025787243,28.141665,,,,,,,,,,,0,0,0,0,0,3570.4778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3865.7407,3418.1025,0,2551.4631,0,0,0,0,0,0,0,0,3446.563,0,0,0,0,3489.365,0,0,0,0,0,0,0,0,0,0,
4719,74.04916864886825,28.144163,,,,,,,,,,,0,8664.769,0,0,0,0,0,0,0,0,9950.516,0,8897.571,0,0,0,0,8764.967,0,0,0,0,10620.687,0,0,0,0,7720.6157,0,0,0,0,0,6653.5005,0,0,0,0,0,8316.757,0,0,0,10074.401,0,0,0,0,6849.845,0,10082.729,0,0,0,0,0,7182.56,
4744,89.04966485399098,28.19,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739.3158,0,0,0,1641.713,0,0,0,0,0,0,0,0,1743.1897,0,0,0,0,0,0,0,1618.2526,0,1765.8376,0,0,0,0,1672.8762,0,0,0,0,0,
4754,109.03992489952485,28.195002,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1447.4454,0,0,0,0,0,0,0,0,0,929.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437.3387,0,0,0,0,0,0,0,0,0,0,0,
4767,89.04355859770752,28.217999,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1599.1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1748.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800.0,0,0,0,0,0,1630.054,0,0,0,1748.0182,0,0,0,
4865,55.03643493280839,28.306665,,,,,,,,,,,0,0,1137.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947.25165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4866,73.04787620508316,28.308334,,,,,,,,,,,0,0,0,0,0,0,0,1531.0,0,0,0,0,0,0,0,0,0,0,1666.0,0,0,0,0,1853.1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4899,73.04800204671024,28.338333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441.3782,0,0,0,0,0,0,0,0,0,0,0,0,0,1444.9509,0,0,0,1656.7319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4935,57.05014020500844,28.373331,,,,,,,,,,,0,0,0,0,0,0,0,880.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865.9005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934.0,0,0,0,0,
