row ID,row m/z,row retention time,10_Wax_QC.CDF Peak area,11_Wax_Callo_52_9mg_3.CDF Peak area,12_Wax_Brote_14_5mg_1.CDF Peak area,13_Wax_Brote_50 _ 1mg_3.CDF Peak area,14_Wax_Brote_44_2 mg_2.CDF Peak area,15_Wax_Brote_76_08mg_1.CDF Peak area,16_Wax_Brote_25_ 3 mg_1.CDF Peak area,17_Wax_Brote_33_5 mg_3.CDF Peak area,18_Wax_Brote_6_6mg_2.CDF Peak area,19_Wax_Brote_22_3mg_2.CDF Peak area,20_Wax_Brote_6_6mg_1.CDF Peak area,21_Wax_QC.CDF Peak area,22_Wax_Brote_76_08mg_2.CDF Peak area,23_Wax_Brote_50 _ 1mg_2.CDF Peak area,24_Wax_Brote_33_4mg_1.CDF Peak area,25_Wax_Brote_44_2 mg_3.CDF Peak area,26_Wax_Brote_6_8mg_1.CDF Peak area,27_Wax_Brote_12_5mg_2.CDF Peak area,28_Wax_Brote_24_ 8mg_3.CDF Peak area,29_Wax_Brote_25_ 3 mg_3.CDF Peak area,30_Wax_Brote_33_4mg_2.CDF Peak area,31_Wax_Brote_22_3mg_3.CDF Peak area,32_Wax_QC.CDF Peak area,34_Wax_Brote_14_5mg_2.CDF Peak area,35_Wax_Brote_76_08mg_3.CDF Peak area,36_Wax_Callo_40_2mg_1.CDF Peak area,37_Wax_Brote_27_8 mg_1.CDF Peak area,38_Wax_Callo_40_2mg_3.CDF Peak area,39_Wax_Callo_52_9mg_1.CDF Peak area,40_Wax_Brote_6_6mg_2.CDF Peak area,41_Wax_Brote_12_5mg_3.CDF Peak area,42_Wax_Callo_56_2mg_2.CDF Peak area,43_Wax_Brote_33_5 mg_2.CDF Peak area,44_Wax_QC.CDF Peak area,45_Wax_Callo_52_9mg_2.CDF Peak area,46_Wax_Brote_33_4mg_3.CDF Peak area,47_Wax_Brote_12_5mg_1.CDF Peak area,48_Wax_Brote_6_8mg_3.CDF Peak area,49_Wax_Brote_27_8 mg_2.CDF Peak area,50_Wax_Brote_24_ 8mg_1.CDF Peak area,51_Wax_Brote_33_5 mg_1.CDF Peak area,52_Wax_Brote_14_5mg_3.CDF Peak area,53_Wax_Brote_24_ 8mg_2.CDF Peak area,54_Wax_Brote_44_2 mg_1.CDF Peak area,55_Wax_QC.CDF Peak area,57_Wax_Brote_27_8 mg_3.CDF Peak area,58_Wax_Brote_22_3mg_1.CDF Peak area,59_Wax_Callo_40_2mg_2.CDF Peak area,5_Wax_Ext_blank.CDF Peak area,60_Wax_Brote_50 _ 1mg_1.CDF Peak area,61_Wax_Callo_56_2mg_3.CDF Peak area,62_Wax_Callo_56_2mg_1.CDF Peak area,63_Wax_Brote_6_8mg_2.CDF Peak area,64_Wax_Brote_25_ 3 mg_2.CDF Peak area,65_Wax_QC.CDF Peak area,66_Wax_QC.CDF Peak area,9_Wax_QC.CDF Peak area
11,0,3.19,0.0,0.0,7.855101620508899,6.341262510668559,0.0,9.7279597178845,2583.016434959137,0.0,0.0,40.65964455637157,134.41849924415024,54.98609463566331,14.310704917633288,0.0,30.32669000107273,33.558048009316856,0.5804000370892901,0.0,194.76850562392326,255.84096142940328,0.0,0.0,0.0,0.0,0.0,0.0,197.00297641612448,0.0,0.0,0.0,0.0,1.4182992278791349,0.0,0.18222932318085372,0.0,932.0903873599395,17.44274106423033,494.20262308271896,179.5133405863006,0.0,1.6408249642775348,696.8108600417261,105.02919019746453,0.0,0.0,183.29661439892655,0.0,0.0,0.0,886.3420662902205,0.0,0.0,689.7392170801917,44.437446498204686,0.0,0.0,21.800785505910945
12,0,3.19,0.0,0.0,0.0,99.63208598466305,12.449643004672255,92.34580487436598,0.0,22.638805891986927,0.0,2649.3519012263832,412.15621843038167,0.0,4.369476109208732,0.0,0.0,0.0,14.817832370084007,70.10839314526604,350.02827586098755,0.0,0.0,238.77356929921442,0.0,0.0,73.43411489599029,0.0,113.74439013263935,92.27547023335394,0.0,576.8701572271186,0.0,0.0,135.70110262327591,0.0,0.0,0.0,36.99091682194105,1215.8603989223245,79.25195989208643,14.619006536754705,0.0,6.684260306390407,0.0,0.0,0.0,0.0,499.6658717439624,45.14582098061823,35.372313563441466,0.0,87.03221679234893,188.40565117690065,54.04571509405056,0.0,0.0,1.5619768532293326,0.0
13,0,3.25,144713.46004230686,1.851498993751604,0.5428253515478991,3.576066624123239,1.9641775968783841,7.904099454526137,3.363518243359989,1.4826641025198433,13.625591257295135,1.1246602654076592,16.67574113082409,0.6660536639561251,0.4245370530578924,1.6127371851014298,2.7212743122612784,0.19843906068418904,2.6921436395560785,2.1792120483600947,0.4734200807427698,1.638516169593345,4.110492998115422,0.2585151926431537,146134.388034007,0.3231520566461148,0.2944410762840716,13.136077795764658,4.916430439888513,0.5960682502018765,2.7521892398474264,0.0,2.5831375532231653,2.1089227499185426,0.2732396845097785,132988.71168148096,25.505609618470725,1.7673777801143085,2.9389192807914464,5.624642758587567e-07,2.3869498187267606,3.08592270966824,3.2770920458178274,3.127287296303113,1.2921605734011503,5.068331050682069,142793.48726228936,1.548033249144387,6.20783106966229,0.7206048363539936,1.1309593967677598,4.0375532390104745,1.0208502810952522,0.5550880736251154,2.1923419022710893,18.419461796964114,139924.97337960164,148673.6363605498,162844.26070396652
14,0,3.29,7.56682677715433e-05,7.400853994844709e-05,4.789802256897231,0.0016699091139289006,1.7363864283818262,3.91242288396165e-06,0.6171666935747687,0.0006073559222444834,3.753763681300065,1.6883066917488447,9.654632810557981,3.664894106565746e-05,0.0005726954662329323,0.2948102876260173,0.0073216163310291515,0.7094689185199957,0.0003952779193742961,9.239056962420419,1.5057485353748183,168.1896916488478,0.0,7.678142036938753,0.0002571558247293475,2.1805724997056104,6.400159028702081,6.519930687489598,142.8118560383838,5.096541261570167,0.2683783320602701,0.2222695400519504,8.602666086070634,4.526928645377522,3.230415456506877,2.041949614033401,0.0007986311601478849,5.385021918239493,16.43099793251883,1.6978087149431174,1.149468705715083,1.5575532020202458,0.324344967775934,7.1154784710151775,1.9000677913838877,5.5604084001164794e-05,6.47752953977762,0.7631156849902464,10.472129198461321,7.743442399908282,62112.29984995369,0.0005865560637959849,0.004472862493668631,0.0008226509354164634,0.0045200054123614615,0.0009999222495699752,0.3226004169797455,5.5846766700421873e-05,0.0
15,0,3.33,0.0,426.8194465979752,419.407988742773,727.600353306284,866.0556971256807,511.65248004044685,197.67738839174353,136.3216609294652,243.6802233176006,84.07718985367501,1.4318533249473315,96.06381639323808,22.50420731249748,106.06679020249241,14.142118498925823,24.38997210149041,576.4166464189981,1513.1197614417008,488.2073257702021,927.7986494428881,0.0,719.2631484628432,21.64774360177659,243.0528984236758,0.0,753.4140335994713,385.2711288172844,243.23151966108261,535.4936943905648,540.5585880150445,2052.3640784354448,63.90562938035979,52.35056960539136,280.22054975487623,0.0,174.39004288047153,759.6398383357263,1069.0088977527698,212.0238634261501,369.469622542132,538.4489131917774,1700.0638906799961,729.0080247604933,229.6190612066485,34.46571526885068,81.89387743249195,211.53803702720356,61.8107074675921,0.0,388.2129549804976,2654.941670956332,1510.063965124872,0.0,395.34945711012637,70.29291446792253,613.2297769800846,0.0
16,0,3.33,1202.747271138449,17.530885311686788,0.0,563.8040290807874,0.0,67.8667518942998,787.2011970332665,224.79432935931817,0.0,328.79160199857336,98.53576236736956,1670.3794507895398,443.4232440403288,58.326044862902926,0.0,468.9963730608491,574.5378087485078,0.0,613.5071677110009,157.0890123189767,723.4221896757142,0.0,1368.4586501946608,562.8083215720391,864.244585958374,26.768122580078877,129.95616865439501,1440.781601332612,860.6373325534613,237.21795715876144,0.0,691.7075182156929,841.0895612839207,677.6704495142335,400.5958803843702,9.42771478708293,0.0,398.8126709288311,806.7188096526929,308.908231846524,123.7780612638319,0.0,226.86797714469628,65.81729396311859,566.395889322778,814.3171588957472,43.789324905309655,3.614867454381384,1614.9767335761728,451.5893238824347,323.7194960699057,0.0,3008.347713714477,0.0,50.77983593253544,399.06133548726524,77.98938396667012
17,0,3.36,40.27968257765451,43.387941452868226,0.0,624.610590786819,872.0186378968651,1.2422209422090815,0.0,34.42220427272055,0.0,366.4233964853751,0.0,181.62311768770147,281.34811472042327,1241.8574631337415,435.92680133516905,598.1022259105793,1516.3375150310474,2251.980210255313,114.65990759669614,19.037622184865008,0.0,810.0864086151978,225.0267744299118,35.95855245567685,556.6877014925658,39.28968260985627,0.0,774.4049806953623,306.6125594489957,0.0,791.5407086243151,0.0,577.6214190503745,1011.6054459087912,315.0822426951309,830.7418542344737,165.93686725209082,0.0,744.5632367122554,0.0,314.0588887482736,0.0,40.091568286435255,371.59338927880884,234.7071577798751,469.891446566063,232.00730179576388,294.6032017809187,19.28163382227585,0.0,0.0,0.0,53.4409003603153,355.7908948418978,545.2421651028432,284.4117577266545,79.91901638137512
18,0,3.36,706.6783463077603,0.0,3.0672273702295287,0.0,93.37990443195312,599.4095052233389,424.6323392627767,23.77611745435336,16.885649179710043,0.0,26.770863483317534,67.42834895173907,0.0,0.0,31.828770056410928,24.957455259397868,0.0,685.8201181007972,62.68910647578574,9.981152904361245,436.1210261666592,0.0,14.88240928445672,0.0,0.0,0.0,118.541909777437,24.82303708994986,18.071480422288747,49.07333065251712,331.35450664239045,542.3964502105041,0.0,0.0,42.0686824360159,984.2869434339584,2652.7130263587906,1253.7679276592173,578.3728247748307,1540.6659606428198,547.5120603890804,709.8694571511311,49.47044410648743,18.758925017882248,84.77107150087308,0.0,0.0,26.343792833573257,0.0,0.0,0.0,0.0,12.966391935375908,7.763493549812809,17.449776036721687,207.390386396484,665.293381876919
19,0,3.36,30.62995599295938,229.3528832768911,342.84394194682665,0.0,121.790245467295,0.0,0.0,1.2126707625571864,0.0,0.0,0.0,84.13956493602029,375.0451937522897,0.0,556.4990824886594,471.05081233622775,0.0,167.6970460054389,308.7160431908712,0.0,0.0,0.0,50.422896669444754,0.0,283.067400471915,273.3942688896014,0.0,0.0,363.3193836037727,0.0,174.4769640015002,828.3042445615695,0.0,376.74745321045066,633.1253597759468,20.08524391748601,0.0,376.3229908992385,167.4291085422947,227.72624462109118,0.0,317.6773560638619,22.434679449006985,31.56790245908608,72.44128386562794,0.0,0.0,0.0,0.0,88.29266793440794,1702.6130930470392,1363.1243839518695,3.3110617050351614,508.1370928418973,706.9502683039384,0.0,286.64874562246604
20,0,3.36,0.0,0.0,156.90738080933585,207.64509889673272,409.82812619801246,0.0,0.0,14.841594964539066,147.40594170502413,0.0,222.41116512830956,0.0,0.0,258.44085726897157,0.0,39.792929506339405,0.0,0.0,0.0,15.63229664244215,120.82166560991196,444.2940929963179,263.2676360654454,198.54116047237915,0.0,0.0,934.4022706066338,294.5500655336715,0.0,353.6154776309298,0.0,305.76192373470474,46.368791778357505,0.0,0.0,0.0,0.0,210.314804607088,0.0,386.08604136101616,0.0,0.0,0.0,0.0,0.0,62.97654997799089,313.03327437962434,0.0,0.0,1769.4941971729636,0.0,1329.06272963837,0.0,25.346100689672337,37.844186983405216,0.0,0.0
21,0,3.44,0.34670289307952024,62.842745060078286,24.67499066075603,11.523932704594085,5.162619713316299,14.157361676514293,16.483778711176527,13.082932884201679,132114.94326119233,27.193973766891308,131214.17672806134,14.956047492370667,25.521331724247922,15.783959568905418,8.50861995401629,9.6328984820908,1.3186977491325187,24.248768371830817,13.919686691084989,31.32874384673673,30.497312571757053,6.007710384620242,14.301423637451165,0.7273529106441626,15.311259099804044,7.227167329469845,16.41986104295707,18.318153436807442,42.33407109128049,88538.5201590602,25.080487400845648,114.0366397614946,32.68511685218407,11.198463997766678,69.76692608749016,5.0618046925335065,16.647640697385253,11.210257031055686,6.186821509012505,24.952706069632846,23.855534680170113,25.55349245933669,6.693361243624127,26.772313199938317,25.289120299363645,7.482568413599485,1.90468954239531,17.906112878047498,33.225765962889284,13.089814055458882,94.60014960280157,77.95384711473879,26.94495582416513,30.535681070800546,31.51143952758921,38.52403905840011,8.452935215754072
22,0,3.51,148.3991499073362,483.7655020424325,418.5781388360515,0.0,688.7727382963956,377.3114544617014,181.5432347246896,212.04170829405646,3.767486103417519,0.0,0.0,231.4789781235141,1484.263035890943,225.6808911310617,161.21788268649877,160.2287008333173,644.1074492395335,278.8949989513225,552.9439957681426,265.2932046620885,343.3485600749453,60.689830010583236,0.029721018953836567,8.39876891053037,1172.6820372247305,1005.7246725059643,554.6351838721558,248.63006171723504,1442.7426872664466,15.610868541026257,1064.2072572852364,0.0,99.32873987402957,103.04177135024652,1756.4887708516626,201.44880231555808,1181.2392797927514,848.2894399571793,822.8272870549232,282.24007524752005,842.7395162682018,0.0,169.20294691137184,1825.2572542861221,307.81243906166804,616.0162835449609,1809.8806403316305,0.0,81.9464278747009,2264.254515170159,1756.1825795918924,902.8563170289774,0.0,905.971274518378,48.246223502373994,156.30839699410228,77.81791092707519
23,0,3.51,94.02431116811096,115.10107581183256,124.05224165423628,530.2121278100636,1801.902685252448,65.10477368874268,0.0,0.0,0.0,29.977167875173336,140.3205656157499,18.718514424158162,0.0,0.0,1033.8421128696114,392.141287458882,1470.315676579511,42.838450899131495,539.4029753333289,101.95617318049558,43.54336786599538,1346.1926861137688,4.957256681833044,0.0,20.866384720694878,0.0,89.25618107738414,269.93089173353167,0.0,42.92444936460479,221.5134214551041,22.144346803920392,1285.0990786599475,158.6882435096744,0.0,454.4719188624426,150.88725301574638,74.19337267423535,102.06332113033078,774.9003558780289,24.846709830694984,1200.5058835932218,340.0027567709189,0.0,0.0,57.938428467132645,0.0,0.0,168.87141449062378,0.0,376.91624896424037,5.301867023828332,2053.2679714182545,108.48709733000092,63.948718534196026,0.0,98.63398604107351
24,0,3.51,11.849645134576988,0.0,179.72101568653022,1075.7551153552051,716.7242445913736,407.5816314957084,394.3324704244337,32.459784080530746,79.12111563924232,427.831780176741,19.623311616368674,0.0,38.8116226889609,94.37128958526392,103.9398961160684,439.1270303495085,0.0,784.1002005503843,483.05945214196464,105.31181709551355,7.306633653308116,0.0,0.0,638.6296716089025,500.27148136822603,69.89903079966804,387.4501146841553,0.0,108.96163080327409,0.0,784.9012221924988,510.9586678295717,0.0,137.06213161420746,0.0,449.92993463124617,0.0,0.0,71.05573601326806,0.0,0.0,247.96363238086292,54.0765862442786,39.87117357522097,186.43684938920651,311.4653286596099,0.0,2817.126486056623,69.42099754211635,0.0,0.0,1015.9188393756157,0.0,133.17271623538184,0.0,89.99967500580027,93.41462796876648
25,0,3.55,121.98944141746864,1666.1705231560804,446.6975261143999,0.0,0.2691034399517511,427.39619718116325,254.78262957183787,8.365017225651053,49.2154089387706,0.0,12.552288357794428,0.0,659.805412482986,635.0665887152411,531.4896466298079,490.88941323799116,23.904329282675732,22.218923061957973,1.2256652561808523,453.00561777410087,405.76174966804564,349.2265139963077,0.0,0.0,72.28678136932803,228.5043481006497,174.57661689734928,0.0,605.3470349447349,19.586298555085964,0.9060436299573804,0.0,5.876183464181457,5.925761209667952,1477.039494295977,486.2764820969858,453.40355990979964,7.371567465460013,0.0,5.267551513789383,27.603716230577305,1391.6907189416718,0.0,292.05813525272254,0.0,0.0,409.52243504461313,0.0,2.222071767470339,0.0,274.8230823690031,1199.3626093330604,2.4487117536108314,0.0,7.655310263685419,9.48434292059348,4.710268464362941
26,0,3.55,268.750181801472,792.0362888271227,0.0,0.0,15.300818056431467,0.0,0.0,37.26771536079103,14.668510720983438,0.0,0.0,0.0,0.0,615.1031492651157,0.0,476.89233245127923,55.1924551408335,0.0,195.84618428993755,17.627058767270047,0.0,89.31406542001436,0.0,778.2786560880318,471.483526256287,1029.5991795763684,16.597136610122586,0.0,1032.2188331009397,0.0,0.0,397.983411358958,0.0,1.9050787738396535,0.0,0.0,470.886529787189,858.1532788114657,0.0,38.845855821028145,32.50581950272786,0.0,0.0,883.1876660663777,28.716577343027893,290.0658344708626,874.2340694868387,728.8534689574403,3.1565407422646685,490.5067463514284,0.0,0.0,158.3211259127217,710.8804302755086,4.115711933868488,0.0,0.0
